PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
9023,30,Male,Europe,Strategy,17.959834855223,0,Easy,14,117,40,19,High
9024,29,Male,Europe,Sports,22.56472310015379,0,Medium,12,161,1,22,High
9025,17,Female,USA,Sports,10.311459919262395,0,Hard,4,82,1,7,Medium
9026,21,Male,USA,Strategy,4.898342485762538,0,Medium,12,118,71,26,High
9027,35,Male,USA,Sports,14.5944246415276,0,Easy,18,177,59,18,High
9028,23,Male,Europe,Simulation,3.218365077668621,0,Easy,14,57,2,1,Medium
9029,32,Female,USA,Sports,4.128575768252703,0,Easy,1,155,85,37,Low
9030,18,Female,Asia,Simulation,22.85867253938618,0,Easy,3,67,35,2,Low
9031,39,Male,USA,Sports,3.374945771843211,1,Easy,5,70,50,11,Medium
9032,28,Female,Europe,Action,14.527638765802958,0,Hard,0,127,48,48,Low
9033,23,Male,USA,Simulation,18.964324125931693,0,Hard,19,48,62,42,Medium
9034,40,Male,USA,Strategy,11.72896470228836,0,Hard,0,120,24,18,Low
9035,16,Female,USA,RPG,17.491258097283612,0,Medium,18,166,24,17,High
9036,34,Male,Europe,Action,13.776451193864396,0,Hard,19,28,79,41,Medium
9037,42,Male,USA,Strategy,23.958349383365025,0,Medium,17,61,26,26,Medium
9038,21,Female,Europe,Action,1.9080071501124567,0,Medium,11,112,14,0,Medium
9039,22,Female,Europe,Sports,5.560105967959029,0,Hard,3,116,52,44,Medium
9040,49,Female,Europe,Strategy,13.714087008439236,1,Medium,15,43,93,29,Medium
9041,28,Male,Other,RPG,12.283925798967,0,Medium,4,151,76,35,Medium
9042,31,Male,USA,Action,2.244646562637268,0,Medium,15,68,88,39,Medium
9043,18,Male,Other,RPG,13.153809578502678,0,Medium,12,115,98,7,Medium
9044,16,Female,Europe,Action,2.61963355317819,0,Easy,14,149,10,34,High
9045,20,Male,Asia,RPG,16.58532904749496,0,Medium,19,65,34,46,Medium
9046,18,Male,USA,RPG,15.65317440909562,0,Easy,17,176,45,43,High
9047,43,Male,USA,Strategy,1.5959787198659905,0,Medium,3,31,73,49,Low
9048,32,Female,USA,Sports,11.198056677031936,0,Easy,19,77,51,38,High
9049,40,Male,Europe,Sports,17.06770113669252,0,Hard,8,94,31,13,Medium
9050,48,Male,Other,RPG,19.216494885917577,0,Hard,3,146,22,32,Medium
9051,24,Male,USA,Sports,0.8741881074057289,0,Medium,8,45,19,21,High
9052,28,Male,Europe,Simulation,11.216713856822746,0,Easy,8,134,64,25,Medium
9053,45,Male,Europe,Simulation,23.70289731941193,1,Easy,1,50,95,26,Low
9054,29,Male,Europe,RPG,9.210122598314191,1,Easy,15,171,6,16,High
9055,22,Female,USA,RPG,12.818930926253454,1,Easy,8,46,8,0,Medium
9056,28,Male,USA,Simulation,7.181065650658029,0,Easy,8,139,20,1,Medium
9057,37,Male,USA,Simulation,1.3216351452681234,1,Easy,15,36,88,36,Medium
9058,35,Male,USA,Simulation,21.68627463251469,0,Easy,15,148,73,43,High
9059,30,Female,USA,Strategy,15.154138638867636,0,Easy,9,153,46,19,Medium
9060,32,Male,USA,Action,12.55512156935372,0,Hard,11,138,27,13,High
9061,38,Female,USA,Strategy,19.463563663701805,0,Medium,19,155,35,30,High
9062,40,Female,Europe,Simulation,3.529623978015405,0,Easy,2,94,76,42,Medium
9063,39,Male,Other,Action,20.855935292615897,0,Hard,16,140,10,16,High
9064,43,Male,Other,Sports,14.627357000797517,0,Easy,1,16,38,43,Low
9065,29,Female,USA,Simulation,17.00264693146226,1,Easy,16,135,80,43,High
9066,15,Female,USA,Simulation,14.896177519430692,0,Easy,6,49,58,42,Medium
9067,39,Female,Other,Sports,19.752971845981367,0,Medium,7,46,26,47,Medium
9068,21,Female,Europe,Action,19.025309404996168,0,Easy,13,30,3,40,Medium
9069,23,Male,Other,Simulation,13.724648498671089,1,Medium,17,167,72,24,High
9070,38,Female,Europe,Action,20.16071100731581,0,Easy,13,79,29,32,Medium
9071,15,Male,Asia,Strategy,18.85035866001133,0,Medium,7,111,45,2,Medium
9072,22,Male,Europe,RPG,12.082181787612544,1,Easy,7,79,46,32,Medium
9073,38,Female,Europe,Strategy,2.2623788685222417,0,Medium,12,131,12,37,High
9074,25,Male,Europe,RPG,20.812949081354795,1,Easy,19,109,91,48,High
9075,31,Male,USA,Simulation,9.00911457935074,0,Easy,14,106,23,1,High
9076,22,Male,Asia,Strategy,19.663555948593377,1,Medium,3,29,9,30,Low
9077,49,Male,USA,Strategy,18.53536572246272,1,Easy,0,83,15,4,Low
9078,49,Female,USA,Sports,2.040757120839902,1,Easy,12,70,33,33,Medium
9079,47,Male,Asia,RPG,6.534987238893371,0,Easy,10,14,15,25,Low
9080,19,Female,Europe,RPG,19.8608123586172,1,Easy,1,139,24,0,Low
9081,42,Male,USA,Simulation,13.981026479981786,0,Medium,12,34,14,15,Medium
9082,21,Male,USA,Sports,7.743327855210592,0,Easy,5,77,40,38,Medium
9083,23,Male,USA,Sports,3.7993760618991423,1,Easy,12,41,73,10,Medium
9084,22,Male,USA,RPG,10.391518408495156,0,Easy,19,102,14,24,High
9085,26,Male,USA,Sports,15.07465364685181,0,Medium,4,117,4,49,Medium
9086,48,Female,Asia,Action,8.45765169975634,1,Easy,3,122,89,24,Medium
9087,47,Male,Europe,Simulation,14.432201516019694,0,Hard,18,14,78,4,Low
9088,37,Male,USA,Strategy,19.501707922419776,0,Medium,11,147,40,49,High
9089,38,Male,Europe,RPG,6.496475465416331,1,Medium,8,107,11,7,Medium
9090,49,Male,USA,Sports,2.1494952130714235,0,Medium,14,36,59,35,Medium
9091,36,Male,USA,Sports,4.31332838120464,0,Easy,1,73,76,15,Low
9092,41,Female,Europe,Sports,5.694275828168046,1,Easy,7,12,77,28,Low
9093,49,Male,Asia,Simulation,3.1093326260751075,0,Easy,0,99,80,42,Low
9094,15,Male,Asia,Strategy,9.744040836920972,1,Hard,4,32,33,42,Low
9095,49,Male,Europe,Sports,7.838044518431901,0,Easy,19,126,3,14,High
9096,28,Male,USA,Strategy,9.208410715098555,1,Medium,1,84,61,39,Low
9097,17,Male,Europe,Strategy,8.644038308703859,0,Easy,3,117,1,11,Medium
9098,15,Female,Europe,Simulation,5.970601392200956,0,Easy,11,55,54,37,Medium
9099,19,Female,USA,Sports,15.377172223047586,0,Hard,14,93,65,42,High
9100,40,Male,Europe,Sports,5.80504022403155,0,Medium,5,40,89,29,Medium
9101,28,Female,Europe,Strategy,22.350824629219,0,Hard,11,109,53,18,Medium
9102,41,Male,Europe,Sports,7.648375781283178,0,Easy,2,33,54,33,Low
9103,23,Female,Europe,Simulation,22.876692544657125,0,Medium,8,91,38,14,Medium
9104,29,Female,Other,Sports,4.557998876469405,0,Easy,16,36,22,36,Medium
9105,29,Male,Europe,Sports,2.0673841286865047,1,Easy,15,101,73,45,High
9106,40,Male,Asia,Sports,7.383373195576563,0,Easy,15,24,56,17,Medium
9107,27,Male,Other,Simulation,7.733396192629242,0,Hard,17,72,45,48,Medium
9108,46,Male,Asia,Strategy,19.40450332244644,1,Medium,9,127,75,32,Medium
9109,46,Male,Other,Strategy,18.55396821448505,0,Easy,12,96,2,21,Medium
9110,18,Female,Asia,Sports,4.456026910768445,0,Easy,16,121,10,35,High
9111,44,Male,USA,Simulation,22.14322250875968,0,Hard,7,60,5,30,Medium
9112,37,Male,USA,Sports,8.499982200955518,0,Medium,18,145,88,15,High
9113,29,Female,USA,Simulation,23.694606600294044,0,Medium,3,51,72,44,Low
9114,43,Female,USA,Simulation,23.165252611397225,0,Easy,14,96,42,47,High
9115,27,Male,USA,Strategy,6.549913698732847,0,Hard,18,111,34,9,High
9116,46,Female,Asia,Action,10.825598338043754,0,Medium,12,142,24,18,High
9117,21,Female,USA,Action,20.277652343428397,1,Easy,17,142,12,20,High
9118,36,Male,Asia,RPG,7.245611011215005,0,Easy,3,69,52,14,Low
9119,42,Male,Other,RPG,10.776915901085236,0,Medium,7,154,23,19,Medium
9120,16,Female,USA,Action,4.622791147216765,1,Easy,17,149,48,14,High
9121,20,Female,USA,Strategy,11.929378551497177,0,Medium,11,75,69,25,Medium
9122,42,Male,Asia,RPG,6.566794339859006,0,Hard,15,17,19,43,Low
9123,42,Male,USA,Action,2.7313181997200733,0,Medium,17,62,77,35,Medium
9124,34,Female,USA,Strategy,16.591687482718527,0,Medium,13,124,35,43,High
9125,44,Female,USA,RPG,8.583797272700018,0,Medium,11,34,8,11,Medium
9126,25,Female,USA,RPG,12.763140085923611,0,Medium,7,108,76,1,Medium
9127,42,Female,Asia,Action,13.297752190463775,0,Easy,19,157,85,7,High
9128,39,Female,Europe,RPG,14.173755660725837,0,Easy,15,108,49,32,High
9129,47,Female,USA,Strategy,18.49464367093109,0,Easy,2,65,92,45,Medium
9130,15,Female,Europe,Action,17.223879815467022,1,Hard,5,94,76,14,Medium
9131,41,Female,USA,Strategy,18.224655455153925,0,Medium,1,70,5,43,Low
9132,27,Male,USA,RPG,19.48783440802375,0,Medium,16,154,13,27,High
9133,17,Female,Europe,Strategy,9.483212067452136,0,Medium,7,78,54,36,Medium
9134,20,Male,Europe,Sports,19.047461153319887,0,Easy,18,14,49,5,Low
9135,22,Male,USA,Simulation,8.612156614530551,1,Hard,13,21,58,19,Low
9136,41,Male,Asia,RPG,9.987578341053728,0,Easy,1,124,15,24,Low
9137,23,Male,Asia,Sports,21.65638259550117,0,Easy,7,45,45,42,Medium
9138,47,Male,Other,Simulation,16.209307153657114,0,Medium,6,62,96,40,Medium
9139,38,Female,Europe,Action,5.990720486362284,1,Medium,7,43,72,16,Medium
9140,29,Female,USA,Simulation,15.973762574875895,0,Easy,1,69,81,14,Low
9141,46,Female,Asia,Action,3.683183597785032,0,Easy,19,42,64,31,Medium
9142,46,Female,USA,Sports,6.252455837162762,1,Hard,8,103,54,36,Medium
9143,38,Male,USA,Simulation,1.3485441645161362,1,Hard,3,124,82,4,Medium
9144,26,Male,Asia,RPG,16.331728199932105,1,Hard,16,52,87,2,Medium
9145,16,Male,Other,Sports,22.755435580784155,1,Easy,12,132,4,4,High
9146,17,Male,USA,Simulation,22.397026414328703,0,Easy,17,105,60,37,High
9147,31,Female,USA,Strategy,19.3903095458206,0,Easy,11,27,23,13,Low
9148,16,Male,Europe,Strategy,3.84468318202322,0,Hard,3,159,8,44,Low
9149,16,Male,Other,Action,20.256331595040905,0,Easy,9,19,95,31,Medium
9150,42,Male,Europe,Sports,0.0696432580417916,0,Hard,18,117,40,0,High
9151,37,Male,Asia,Strategy,21.99256342919033,0,Easy,9,138,13,19,Medium
9152,46,Male,Other,Simulation,16.89538519745816,0,Hard,0,140,95,46,Low
9153,47,Female,Europe,RPG,4.200586153886301,1,Hard,19,70,49,44,High
9154,15,Male,Asia,Action,13.54125180437538,0,Easy,8,39,45,45,Medium
9155,33,Male,Europe,Simulation,15.047202136340912,0,Easy,11,92,39,43,Medium
9156,16,Male,Europe,Action,6.43544723306335,0,Easy,9,50,82,18,Medium
9157,40,Female,Europe,Strategy,20.427872446354915,0,Medium,3,138,36,30,Medium
9158,46,Male,Europe,Sports,12.306317179031524,1,Medium,11,179,91,4,High
9159,20,Male,Europe,RPG,13.545984293255724,1,Hard,12,135,66,49,High
9160,46,Male,Europe,Strategy,21.26668304303152,0,Easy,18,164,26,41,High
9161,18,Female,Europe,Sports,15.711803560774973,0,Easy,11,90,2,5,Medium
9162,25,Female,USA,RPG,14.159710470426695,0,Easy,8,110,33,28,Medium
9163,31,Male,Europe,Sports,3.02265403529026,0,Hard,12,103,80,13,High
9164,38,Female,USA,Strategy,13.000048094097826,0,Medium,0,146,4,13,Low
9165,19,Male,USA,RPG,21.93431700858416,1,Medium,10,30,55,9,Low
9166,48,Male,Asia,Simulation,14.55648155952392,0,Medium,15,133,32,25,High
9167,20,Male,USA,Strategy,6.831045096377894,0,Hard,4,166,81,31,Medium
9168,36,Male,Europe,Action,19.89311377371636,0,Easy,11,142,61,48,High
9169,25,Female,Asia,RPG,10.42417873030862,0,Medium,13,102,7,40,Medium
9170,30,Female,Europe,Sports,1.899978614861616,0,Easy,5,144,79,13,Medium
9171,47,Male,USA,Strategy,11.597118678148016,0,Medium,15,67,83,27,Medium
9172,23,Male,USA,Sports,18.27652465418603,1,Medium,9,105,56,39,Medium
9173,20,Male,USA,Simulation,22.044392327303783,0,Medium,4,98,67,26,Medium
9174,30,Male,USA,Sports,15.948489997170093,0,Medium,14,89,67,14,Medium
9175,43,Female,USA,Strategy,20.12914668256816,0,Medium,3,80,5,41,Low
9176,17,Female,Europe,RPG,17.9931805634337,1,Easy,6,24,49,1,Low
9177,34,Female,USA,Strategy,4.372198464901213,1,Easy,16,31,20,20,Medium
9178,33,Male,Other,Action,23.620041289280746,0,Hard,19,105,3,37,High
9179,40,Female,Europe,Action,1.354730944210508,0,Easy,16,47,61,7,Medium
9180,17,Male,Europe,Sports,6.574572253509393,0,Easy,18,20,23,19,Medium
9181,33,Female,Europe,Sports,18.321743627753676,0,Easy,6,149,16,17,Medium
9182,34,Male,Europe,Strategy,3.216007888051876,0,Easy,13,50,10,2,Medium
9183,46,Male,Europe,Sports,13.631729677404424,0,Easy,14,10,64,39,Low
9184,21,Male,Asia,Sports,15.13612279233146,0,Easy,9,116,62,3,Medium
9185,47,Male,Asia,Sports,16.499476486422957,0,Easy,15,152,36,5,High
9186,32,Female,Europe,RPG,3.85561961786126,0,Medium,14,128,79,24,High
9187,15,Female,Other,Action,4.978798830139363,1,Hard,16,65,74,23,Medium
9188,25,Female,Europe,RPG,2.974934186662944,0,Easy,1,71,49,48,Low
9189,42,Male,USA,Strategy,4.110147347154558,0,Easy,12,90,67,35,Medium
9190,39,Male,USA,Simulation,19.99260066954823,0,Medium,16,151,64,36,High
9191,37,Female,USA,Action,2.729469336219645,0,Easy,4,121,14,11,Medium
9192,45,Female,Other,Strategy,9.63459187601608,1,Easy,5,48,84,15,Low
9193,44,Male,USA,Sports,0.3702480485716846,1,Easy,19,55,29,30,Medium
9194,49,Female,USA,Simulation,18.325518833316803,0,Hard,9,45,68,49,Medium
9195,21,Female,Asia,Simulation,22.97264608486355,0,Medium,10,111,52,23,Medium
9196,30,Female,USA,Simulation,7.184139994380142,1,Easy,2,12,62,40,Low
9197,40,Male,USA,RPG,7.317818788521064,1,Hard,6,36,39,24,Low
9198,16,Female,Asia,Strategy,13.774599336278328,1,Easy,14,102,54,44,High
9199,15,Male,Europe,RPG,3.146993267598288,0,Medium,3,57,50,14,Low
9200,26,Female,Europe,RPG,14.448485059584431,0,Hard,5,175,75,7,Medium
9201,19,Male,USA,Action,13.206464671501784,0,Easy,13,14,71,48,High
9202,46,Female,Europe,RPG,9.581422959226586,0,Easy,16,84,26,29,Medium
9203,23,Female,Asia,Sports,16.82033324174349,0,Medium,5,88,55,39,Medium
9204,49,Male,Asia,Simulation,13.04654124266425,0,Easy,14,159,45,28,High
9205,33,Female,Europe,Strategy,20.25525908465932,0,Easy,12,125,54,26,High
9206,30,Male,USA,RPG,17.44815007107466,0,Easy,1,74,26,15,Low
9207,17,Male,Asia,Strategy,13.928841782702174,0,Easy,10,103,94,8,Medium
9208,34,Male,Europe,Action,7.61448463495335,0,Easy,3,33,10,35,Low
9209,38,Male,Asia,Simulation,0.6899550435470942,1,Medium,7,60,44,1,Medium
9210,47,Female,USA,Action,8.911863426695152,0,Easy,8,20,68,12,Low
9211,38,Male,Europe,RPG,18.55274687578926,0,Medium,2,93,30,20,Low
9212,25,Female,Other,Strategy,21.391703085862,0,Easy,15,166,12,42,High
9213,22,Male,USA,Action,20.423897033001715,0,Easy,8,91,87,34,Medium
9214,34,Female,Other,Simulation,8.868238178525782,1,Medium,1,168,47,23,Low
9215,49,Male,USA,RPG,0.7170876441501903,0,Easy,19,32,72,26,Medium
9216,39,Male,Europe,RPG,22.499660632378887,1,Easy,18,109,92,28,High
9217,49,Female,Asia,Simulation,16.407666343253425,0,Easy,14,118,85,21,High
9218,39,Male,USA,Action,11.509506149071033,0,Easy,9,76,25,4,Medium
9219,43,Female,Asia,Strategy,18.68207056827901,0,Easy,4,169,78,5,Medium
9220,32,Male,USA,Simulation,2.146500572209561,0,Easy,6,172,33,43,Medium
9221,32,Male,Europe,Action,2.087579756279476,0,Medium,18,179,42,3,High
9222,16,Female,Asia,Sports,16.97257122809584,0,Medium,10,138,90,8,Medium
9223,49,Female,USA,Action,1.623253181653097,0,Easy,17,27,33,38,Medium
9224,30,Male,USA,Action,1.1785839800921911,0,Medium,4,170,45,20,Medium
9225,47,Female,Other,Sports,17.286697607074213,0,Easy,14,150,50,30,High
9226,18,Male,Asia,Simulation,17.79411288336275,0,Easy,3,118,61,45,Medium
9227,47,Male,Asia,Simulation,9.90698720356799,0,Medium,1,82,14,48,Low
9228,28,Male,Europe,Action,9.398654752872655,0,Easy,2,121,82,19,Low
9229,35,Female,Asia,Sports,10.608533609506894,0,Easy,19,164,61,47,High
9230,34,Male,Other,Strategy,8.856054521931455,0,Easy,15,70,26,29,Medium
9231,22,Male,Europe,Action,10.707680703625662,0,Easy,1,140,81,30,Low
9232,21,Female,Asia,Strategy,4.453186248993083,0,Medium,0,146,58,37,Low
9233,17,Male,USA,RPG,14.015747922351792,1,Easy,11,23,4,7,Low
9234,31,Male,Europe,Simulation,12.409088586391764,1,Easy,11,87,88,34,Medium
9235,47,Male,USA,Action,15.972033037206106,0,Easy,4,76,69,43,Medium
9236,26,Male,Europe,Action,4.381658634610372,0,Easy,3,68,5,2,Low
9237,36,Male,USA,Sports,2.1331622085625748,1,Hard,2,71,91,13,Low
9238,36,Male,USA,Sports,19.34566527732695,0,Easy,13,160,3,0,High
9239,44,Male,USA,RPG,21.698472616540517,0,Hard,15,101,24,7,Medium
9240,22,Male,Europe,Sports,4.129688542183922,0,Hard,1,122,90,42,Medium
9241,41,Female,Europe,Strategy,9.98472880220081,1,Easy,12,61,88,42,Medium
9242,41,Female,USA,Sports,17.404774401438523,0,Hard,1,26,42,24,Low
9243,48,Female,Other,Sports,12.586931645419732,0,Easy,18,79,52,1,Medium
9244,35,Male,USA,Action,13.605657669675177,0,Easy,10,65,96,15,Medium
9245,44,Male,Asia,Sports,8.210817815441171,0,Medium,10,63,54,20,Medium
9246,47,Female,USA,Action,2.8794355360014148,0,Medium,10,36,6,27,Medium
9247,42,Female,USA,Strategy,23.05222849282748,1,Easy,11,144,49,41,High
9248,47,Male,USA,RPG,17.84181542715376,0,Hard,3,88,56,41,Medium
9249,19,Male,Other,RPG,7.702088004425916,1,Medium,2,159,17,32,Medium
9250,33,Female,Asia,Action,17.154279799063623,0,Easy,3,57,62,9,Low
9251,18,Male,USA,RPG,9.378216853442584,0,Medium,1,95,40,32,Low
9252,49,Male,USA,Sports,4.680904119898592,0,Medium,0,75,7,36,Medium
9253,31,Male,Europe,Simulation,16.269288222360863,0,Easy,17,52,94,9,Medium
9254,42,Female,USA,Simulation,9.85265824315088,0,Easy,7,107,96,26,Medium
9255,44,Female,Other,Simulation,2.763290352533492,1,Easy,17,174,82,2,Low
9256,43,Female,Asia,Simulation,8.012559138925674,0,Hard,19,33,92,15,Medium
9257,20,Female,Asia,Sports,9.382503830481472,0,Hard,5,68,15,43,Medium
9258,49,Male,USA,Strategy,9.289914071234358,1,Easy,9,42,68,14,Medium
9259,38,Female,USA,Strategy,13.721984509391987,0,Easy,15,165,71,8,High
9260,43,Male,Other,RPG,10.484388577299274,1,Medium,12,10,56,38,Low
9261,45,Male,Europe,Sports,17.769281534284076,1,Medium,18,66,47,0,Medium
9262,49,Female,Europe,RPG,14.95271715871735,0,Medium,17,65,5,47,Medium
9263,47,Male,Europe,RPG,12.58329193982178,0,Easy,9,140,7,36,Low
9264,35,Male,USA,Strategy,18.289154324577385,0,Hard,11,56,63,9,Medium
9265,46,Female,Asia,Simulation,22.356748853299987,0,Medium,4,28,28,35,Low
9266,37,Female,Other,Action,5.387593847876657,1,Easy,6,104,76,18,Medium
9267,47,Male,USA,Sports,18.980540801877705,0,Medium,17,14,93,36,Medium
9268,17,Male,USA,Simulation,10.33863814913738,0,Medium,0,60,25,32,Low
9269,32,Male,USA,RPG,13.60619707608962,0,Medium,17,44,71,37,Medium
9270,39,Female,USA,Action,19.716625789361512,0,Medium,17,57,47,33,Medium
9271,45,Male,USA,Simulation,13.337523698339428,1,Easy,0,121,20,26,Low
9272,17,Female,USA,Strategy,4.374306505755923,0,Medium,2,93,77,7,Low
9273,38,Male,USA,Sports,23.46098142584398,0,Medium,0,146,48,27,Low
9274,46,Male,Europe,Strategy,20.18244181720525,1,Easy,8,92,95,49,Medium
9275,36,Male,Asia,RPG,2.5223100375372853,0,Easy,2,146,3,34,Low
9276,37,Male,Other,RPG,4.106261082588432,1,Easy,2,14,69,38,Low
9277,16,Female,USA,Simulation,8.453867280194387,0,Medium,10,127,77,37,High
9278,41,Female,Europe,RPG,11.35633640163417,0,Easy,10,87,77,38,Medium
9279,16,Male,Europe,Action,3.895109261990803,0,Easy,0,24,50,36,Low
9280,40,Male,Europe,Action,10.770777307401689,1,Hard,1,145,60,25,High
9281,31,Female,Asia,RPG,10.721183063895026,0,Easy,5,158,66,29,Medium
9282,47,Male,USA,Simulation,6.159609307346505,0,Hard,7,162,91,11,Medium
9283,23,Female,USA,Action,3.5415643286803995,1,Easy,14,12,75,43,Medium
9284,43,Male,USA,Sports,3.840848787036875,0,Easy,2,179,1,38,Medium
9285,40,Male,USA,Simulation,19.944758525438868,1,Easy,10,101,11,39,High
9286,49,Male,Europe,Simulation,19.087594402169337,0,Easy,8,87,13,28,Medium
9287,39,Male,USA,Action,0.4728419935895243,0,Easy,7,146,39,19,Medium
9288,38,Male,USA,RPG,5.21017555862958,1,Hard,6,59,30,7,Medium
9289,27,Female,USA,Strategy,0.6736694323328276,0,Easy,16,124,7,45,High
9290,21,Male,USA,Sports,3.292908001595195,0,Medium,1,45,89,43,Low
9291,34,Male,USA,Strategy,1.8608236177227324,0,Hard,4,20,19,19,Low
9292,15,Male,Europe,Simulation,18.29624062103009,0,Hard,12,56,80,46,Medium
9293,22,Female,USA,Action,8.546766153418645,0,Hard,16,71,22,1,Medium
9294,30,Female,Other,RPG,16.818168995063274,0,Easy,2,44,75,24,Low
9295,28,Female,USA,Simulation,12.919492680572652,0,Easy,17,82,68,31,High
9296,26,Male,USA,Sports,5.898375472496607,0,Easy,11,55,44,1,Medium
9297,37,Female,USA,Simulation,11.93293467646334,1,Easy,12,79,40,5,Medium
9298,29,Female,Europe,Sports,5.56651790820465,0,Easy,11,107,93,46,Medium
9299,42,Male,Europe,RPG,8.241367744070885,0,Hard,18,107,76,8,High
9300,48,Male,Other,Sports,21.142037265625568,0,Easy,12,178,39,39,High
9301,16,Female,USA,Sports,19.572250286597647,0,Medium,13,45,83,27,Medium
9302,46,Male,USA,Action,10.510952353784653,0,Medium,9,108,83,48,Medium
9303,37,Male,Asia,RPG,4.023194951051734,1,Medium,15,70,24,36,Medium
9304,36,Male,Asia,Simulation,3.8230818124306527,0,Easy,19,43,11,25,Medium
9305,39,Male,USA,Simulation,15.614142450737948,0,Medium,0,158,7,48,Low
9306,36,Male,Asia,RPG,11.872008038745804,1,Hard,2,86,97,11,Low
9307,36,Female,Europe,Strategy,12.822161146387412,0,Medium,7,156,81,34,Medium
9308,20,Female,USA,RPG,1.8171188291189964,0,Medium,6,168,52,30,Medium
9309,29,Male,USA,RPG,9.104945684292648,1,Easy,12,28,7,1,Low
9310,47,Male,Europe,Sports,8.89797030896645,1,Easy,5,46,81,38,Medium
9311,22,Female,Asia,Sports,6.459650706649791,0,Easy,0,133,68,32,Low
9312,19,Female,USA,Sports,18.13175286156692,0,Easy,5,64,25,7,Low
9313,18,Male,USA,Simulation,3.213938504470609,1,Easy,6,83,14,47,Medium
9314,20,Female,USA,Action,18.921123790663284,0,Easy,2,64,54,25,Low
9315,46,Female,Asia,Strategy,2.0794938650471684,0,Easy,16,77,69,32,Medium
9316,44,Male,USA,Sports,3.738603376300234,0,Medium,8,125,12,46,Medium
9317,49,Male,Europe,Strategy,12.627876247456744,0,Hard,10,69,53,6,Medium
9318,30,Male,Asia,Strategy,13.865057211219456,0,Medium,6,79,38,17,Medium
9319,27,Female,Asia,Action,23.221451389501777,1,Medium,0,39,94,36,Low
9320,44,Male,Europe,Action,14.545053346162703,0,Hard,6,160,77,48,Medium
9321,33,Male,Europe,Simulation,13.533127389468111,0,Easy,12,21,75,6,Low
9322,31,Male,Europe,RPG,4.511941869479098,0,Medium,1,166,28,37,Low
9323,33,Female,Europe,Action,2.05998476913324,0,Medium,9,56,38,7,Medium
9324,42,Male,USA,Sports,18.964686310616955,1,Medium,11,70,92,2,Medium
9325,40,Female,Europe,RPG,18.566875058307996,1,Hard,14,94,47,47,High
9326,40,Female,USA,Strategy,10.167058148330897,0,Easy,15,80,46,46,Medium
9327,37,Female,Europe,Simulation,1.87239868483685,0,Medium,15,23,86,27,Medium
9328,23,Female,Asia,RPG,11.542651255518075,0,Easy,10,174,63,3,High
9329,26,Male,Europe,Action,9.623277972010987,0,Easy,16,66,95,44,Medium
9330,15,Female,Europe,Strategy,17.64640284504673,0,Hard,16,96,96,41,High
9331,15,Female,Asia,RPG,13.773157334973154,0,Medium,15,167,14,9,High
9332,48,Female,Europe,Action,3.3882897913240946,0,Hard,8,87,82,44,Medium
9333,46,Female,USA,Strategy,4.274060785097119,0,Hard,13,74,98,37,Medium
9334,39,Female,Europe,Action,3.5631172220619085,0,Hard,4,114,75,25,Medium
9335,15,Male,USA,Strategy,8.047579745644198,0,Easy,15,173,5,19,High
